inn,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,equity,region,industry,company_age,authorized_capital,is_bankrupt
0000000249,3853968.0706983726,-133899.2149887376,5176368.5505540585,3852783.312799583,1792516.087611885,2046058.0807488917,1323585.2377544753,Moscow_region,Services,4,87350.23293386925,1
0000000250,3197240.1645805873,-583904.4083326535,4751692.51398943,3340650.6895080055,1094230.9660837757,2831461.0309621408,1411041.8244814244,SPB,Manufacturing,2,24603.79430247107,1
0000000251,24173864.26766356,1910685.3723055462,55002192.4314349,25671820.561638925,25484371.60170063,14351067.036351996,29330371.869795974,Moscow_region,Construction,5,813308.6061320404,0
0000000252,4226930.657085344,-837189.0680057204,2843734.111451814,2038486.9733119395,751850.3742507338,1358546.730831523,805247.1381398744,Moscow,Manufacturing,9,33354.92890842364,1
0000000253,3161440.927668072,-1455917.2295525568,4617124.114181837,3790501.1775119673,1912347.1976153012,3142378.2314191284,826622.9366698698,Novosibirsk,Construction,8,65094.32259928571,1
0000000254,3631210.211887255,-1013851.6949743967,2068559.0064414842,2360217.727653317,924921.8775646756,1861476.8650876845,-291658.72121183295,Moscow,Trade,9,152242.594483978,1
0000000255,329574.3517852553,-114727.05424172372,494974.545422655,361997.0652783591,223630.26569742567,181551.6529559785,132977.4801442959,Ekaterinburg,IT,5,188685.2160898728,1
0000000256,18331578.98062118,1907926.1260685895,47786388.971224904,15546783.983463772,30424625.77898542,8823758.267911436,32239604.987761132,Novosibirsk,Services,15,451265.2960750906,0
0000000257,34507453.69191051,5133425.711292064,50695659.85341819,22969430.446786135,30983013.85224035,6920895.679661845,27726229.40663205,Ekaterinburg,Construction,23,727393.7481026028,0
0000000258,3829085.1722288365,87781.73641924234,5721874.161107788,4858020.52841302,1325240.2800558496,3948256.815299659,863853.6326947678,Moscow,Construction,12,199898.58716096982,1
0000000259,19563445.935173754,4365857.495140838,33060645.398921512,8079724.514808173,19516599.669518687,4292225.871520152,24980920.884113338,Moscow,Construction,11,99737.26917809878,0
0000000260,41197904.397412956,9066406.35080438,42433229.1944446,19644098.227165446,22985424.28990192,11080195.092658984,22789130.96727915,Ekaterinburg,Construction,3,806428.5657847116,0
0000000261,7261744.730733044,1309495.5559330534,17039637.8646797,5559197.828103242,10112169.362635469,2326742.6134540723,11480440.03657646,Moscow,IT,10,494746.4342359789,0
0000000262,2628844.117413504,482059.90540837095,6725302.437194902,3448776.3426183695,3787298.3709717677,1137958.4018295964,3276526.094576533,Ekaterinburg,Manufacturing,12,63958.71922220615,0
0000000263,6656235.750525256,883472.4196735262,11529675.043179799,4170466.772291133,6448331.6873534415,1995733.0942869738,7359208.270888666,SPB,IT,13,883764.6686682423,0
0000000264,38234297.085085966,5390415.648464395,44662689.65329003,12859377.162107324,19627263.72302344,7164458.834727092,31803312.491182707,Moscow_region,Trade,24,66100.28164510195,0
0000000265,13646350.231451001,730222.6511506918,16829655.187255323,8570615.497002933,9346991.19950558,3466202.6946748476,8259039.69025239,Moscow_region,Construction,14,51285.94442969475,0
0000000266,4873552.77470015,-166268.78332212195,1657551.0516192347,1904990.7737446618,720967.616400743,1547139.1130536678,-247439.7221254271,Moscow_region,IT,8,49348.034453548535,1
0000000267,3579663.6158105223,55692.911232900806,4745188.020021657,4444819.709783835,1034047.3944230574,3416541.395267909,300368.3102378221,Moscow,Construction,4,191980.06218775874,1
0000000268,3289690.942078556,-478567.30914776307,4125927.1655672872,4490923.207646722,1078906.695358717,3548956.017348197,-364996.04207943473,SPB,Trade,7,36752.56028960846,1
0000000269,2933662.157159767,-1229704.6617819583,4925355.931813131,5013900.796915868,1558627.4653223353,3858959.3688632925,-88544.86510273721,Novosibirsk,IT,11,163873.43559851137,1
0000000270,397081.73772569414,-47848.40676634785,584966.5802418343,681663.5462597134,204266.6643325164,403613.2367862941,-96696.96601787908,SPB,Services,8,35512.22167143235,1
0000000271,1835912.0477211284,40370.16004217521,3554192.336343743,3591348.9119015075,1701029.649821272,2888671.8248658213,-37156.57555776462,Ekaterinburg,Services,14,113849.65698613603,1
0000000272,22554311.1177236,2071322.3695094222,14095261.963241845,7575637.600652942,9787154.505779944,4075260.1738777747,6519624.362588903,Novosibirsk,Trade,13,422265.3815886249,0
0000000273,47595775.612910695,11849627.958845064,108485385.20865576,64272979.31712867,61930176.79685934,24286350.893740863,44212405.89152709,SPB,Manufacturing,20,613882.8886098467,0
0000000274,41554885.53444637,8162398.5016302215,57661668.91944828,27638648.484214894,29901137.551146124,16192628.42116004,30023020.435233384,Ekaterinburg,Manufacturing,4,769444.6967777169,0
0000000275,36057393.18091419,3586559.062441746,75775980.46767145,35360118.04552511,34009011.9697485,16602480.419894103,40415862.42214634,Novosibirsk,Trade,24,862446.6357674515,0
0000000276,3943662.2042167466,-1154144.1038314123,4883766.256930064,5383749.451017243,1044232.3486884048,4432073.282613264,-499983.19408717845,Moscow_region,Construction,8,171127.99702428197,1
0000000277,20436837.72388147,4678575.821180764,10241041.492889145,5740648.976057414,4568959.833531417,3427316.1951112803,4500392.516831731,Moscow,Construction,4,993592.2646518159,0
0000000278,31954460.460146368,2177515.6323959734,18582952.581502393,4145506.829327069,9910467.096746301,1586337.8079505314,14437445.752175324,Novosibirsk,Construction,19,798171.6315658403,0
0000000279,1857034.4614718785,-257854.63794409542,1316039.7502057152,1047299.7913670192,625739.6915183829,566297.4860488873,268739.958838696,Moscow,Trade,10,169565.0708076509,1
0000000280,47837844.622682616,3809594.7725691604,105189431.88030931,30500316.03298403,55688778.36273497,15730476.05041248,74689115.84732528,Novosibirsk,Manufacturing,21,456126.7397617061,0
0000000281,804690.3165425871,-211990.36734794042,1477723.5380289245,1659372.3717931863,473289.0315413518,1336198.5599943213,-181648.8337642618,SPB,IT,7,100503.78932720877,1
0000000282,13137799.286944617,1433845.4199026525,26072044.165888593,5556574.420916633,15403695.867579082,2274340.758695852,20515469.74497196,Moscow,Services,17,885521.74219172,0
0000000283,41423965.01729923,2465896.207150961,95974068.60438144,48904785.24950647,48541839.44920255,26772257.471151732,47069283.35487497,Ekaterinburg,IT,4,882088.9293412041,0
0000000284,2359768.9747459153,178335.67082222857,5696168.163835157,1139260.1421762756,2990315.968636797,520360.5496105183,4556908.021658881,Ekaterinburg,Construction,7,736971.8601884264,0
0000000285,44195351.84333439,2668523.684735154,43214072.446716815,14002820.771163587,26771870.71176893,6892057.847041903,29211251.67555323,SPB,Manufacturing,11,856004.1101359985,0
0000000286,4108331.0707795955,-1482912.4392331447,3128270.543148645,2385863.865511175,941889.1562923536,2146842.2198209176,742406.6776374704,Ekaterinburg,Construction,4,197123.0965248704,1
0000000287,19344139.217462856,2570718.9366362,46127536.29390469,9606914.986303346,22173778.574000623,4373825.595079985,36520621.30760135,SPB,Trade,19,954610.6964127149,0
0000000288,47485827.030090354,8378014.67826385,39168847.33396527,16609027.942865783,24841648.96362307,8512905.937726853,22559819.39109949,Moscow,Manufacturing,21,400816.731704764,0
0000000289,3600200.515101488,-885851.3732180789,6716860.568268266,7034552.715896306,2812311.3580687405,5941920.392948318,-317692.14762804005,Moscow,Construction,1,15863.001818533765,1
0000000290,11062970.724796632,2024847.111153706,9882725.437151775,2446466.275234987,6220342.968384056,1226454.1188049526,7436259.161916788,Moscow,Trade,15,949736.1337530931,0
0000000291,8570249.178113755,1776108.1279294319,20021043.352160558,7082284.22599733,8159736.870784221,3907290.5297245523,12938759.12616323,Moscow,Manufacturing,10,807669.9925103395,0
0000000292,12131183.547299663,2316743.0973663367,30847420.454787355,12911870.374675754,21288131.30104615,4073703.0633445648,17935550.0801116,Ekaterinburg,Services,3,343392.70280697383,0
0000000293,1210964.17341682,-19814.327301145182,2028295.9337371853,2106539.895970142,785982.4337285428,1319999.7475621758,-78243.96223295666,Ekaterinburg,Services,6,137813.56889969064,1
0000000294,4911337.920575042,-759310.7176679873,3539930.909668485,2766128.65022311,906485.4436656834,1404967.2601933025,773802.2594453753,Moscow_region,IT,5,68287.55390920682,1
0000000295,1736844.8317769691,-168500.90829239332,1715475.6577416728,1259462.0860494082,746451.4109374147,773691.7532637094,456013.57169226464,Ekaterinburg,Services,9,140234.3378121613,1
0000000296,19009091.827134274,4541076.558245281,40001516.130764544,18744376.824906237,23588279.882684994,6742308.138826808,21257139.305858307,Ekaterinburg,IT,21,796005.3709402144,0
0000000297,14177795.869059755,1933905.0268539903,41837567.648243435,9497170.474973932,23245383.441780157,3360188.2311700154,32340397.173269503,Novosibirsk,Trade,8,570395.4596641534,0
0000000298,3552316.697334482,-950242.0512633724,3158333.1085425895,2838729.345754763,882068.3632292713,1652518.5283802042,319603.76278782636,SPB,IT,9,150630.660064678,1
0000000299,3479916.361315794,-1464459.9795923864,4566038.012732854,3589158.3863545824,2180998.4773506084,1892683.9633695448,976879.6263782717,Novosibirsk,Services,9,27492.727355670333,1
0000000300,3277673.618581572,-1156785.6945456532,1067499.5002889247,1262326.3625341377,293848.3603281504,972509.5033369998,-194826.862245213,Moscow,Services,1,137690.64736292814,1
0000000301,30084579.993783806,6715453.674020751,86247506.49841473,20903145.921096116,38505077.1307146,12195331.738616776,65344360.57731861,Ekaterinburg,Services,24,942104.2411688277,0
0000000302,3163503.370699167,-931793.6556092243,1220578.319123632,1237353.0759170954,385317.1118342,1082073.7478917665,-16774.75679346337,Moscow,Manufacturing,9,95548.30676714916,1
0000000303,42070179.52988912,3689896.4030034645,91761424.46162358,54212904.83161672,39509526.60832321,16399185.920335209,37548519.63000686,Novosibirsk,Services,24,360692.4119442269,0
0000000304,40455871.28016381,8991880.746619025,102884571.42026308,41677568.415844485,54684743.80436887,24959807.406783212,61207003.0044186,Moscow,Manufacturing,19,569532.1675822423,0
0000000305,1099720.8621190356,-154294.41018274252,1859879.0034465347,1348429.5528185063,880571.5950843628,690128.4323635661,511449.4506280285,Ekaterinburg,Services,1,50737.23176870127,1
0000000306,3595051.639270864,509735.5532673864,8383062.51883203,3711120.4959524274,5045442.58703537,1203682.4626943902,4671942.022879602,SPB,Services,18,366383.12821512844,0
0000000307,14523585.740034066,3011522.154931955,21692723.829873208,8795193.801437914,10325891.66807602,5244555.397778517,12897530.028435294,SPB,Trade,10,115035.78336689915,0
0000000308,2963799.6578113874,-604370.4128400713,2243747.4190198844,1983976.349865663,1051428.6268040682,1520886.9446738865,259771.06915422133,SPB,Construction,8,159600.93555097005,1
0000000309,3225975.88715522,-133865.98649510718,3706756.0058249976,3586333.7052983204,901914.117938496,2917822.968247336,120422.30052667717,Moscow_region,Manufacturing,2,166701.21509593143,1
0000000310,15401780.852798495,2318372.2923917365,9863919.507587032,3910435.3995795203,6689051.188341189,1296770.6311631661,5953484.108007512,SPB,Trade,5,439187.500707193,0
0000000311,8394866.995797236,689155.8107108341,5676859.7677715365,1556928.0775835959,3401947.9981939625,878897.0840713839,4119931.6901879404,Moscow_region,Services,15,835163.6856859743,0
0000000312,139025.58325271052,1182.9103607207799,146480.2832529057,143065.8416095944,40496.62385573801,114025.24021335239,3414.441643311293,Moscow,Construction,10,167425.56360215545,1
0000000313,45732527.971726336,11001554.281975921,60223170.0932177,20582471.609221186,33224535.52522831,11985919.204212809,39640698.48399651,Ekaterinburg,Trade,3,352678.5146254268,0
0000000314,41529128.17452145,4974276.537772132,74918484.5190324,38792360.761841714,49844239.0017537,15650173.797983978,36126123.75719069,Moscow,Trade,18,760938.0609824528,0
0000000315,33845448.165007934,2905653.7633569445,75640311.31935397,22074812.8069833,32923609.60954883,7717031.096036029,53565498.51237067,Ekaterinburg,IT,10,869823.7790376145,0
0000000316,890677.7251713801,-404407.8695914675,296167.4828805262,231861.84819828108,138386.22899794817,138332.19550911157,64305.634682245145,Moscow_region,IT,10,130581.4587326023,1
0000000317,10988769.3567854,1232945.404639728,10080302.267629534,2998807.195677225,4841369.988927357,1201628.4904785936,7081495.071952309,Moscow,Trade,10,986934.3383538314,0
0000000318,27274797.689985,5162736.302936273,61514630.650422856,16527601.05705598,33835127.628437206,7000884.031201311,44987029.593366876,Ekaterinburg,Construction,24,596638.9179218409,0
0000000319,2528948.376136266,33432.644233846106,2646449.5412474014,3149851.3114555106,936010.6364879975,1718918.9287312906,-503401.77020810917,SPB,Trade,10,180178.20774756794,1
0000000320,3904797.582989989,-639468.6637941133,6862389.415581496,7113712.21065928,2212679.451874095,6076873.757684799,-251322.795077784,Novosibirsk,Trade,11,140840.00956849637,1
0000000321,3516649.553363899,-302603.9603011904,3835236.6290933667,4360991.350509437,1001115.432159347,2402708.0985946693,-525754.7214160701,Ekaterinburg,Services,6,160396.0584923603,1
0000000322,2082386.4163796853,-486467.4684025855,672038.2843782193,608107.0258155307,265006.3821285533,307825.80283284566,63931.2585626886,Novosibirsk,Trade,2,22724.98628480159,1
0000000323,4254846.630440407,-850663.613366283,8377378.092420088,7751079.322565292,2965679.4977889527,6942541.772569205,626298.7698547961,Moscow_region,Manufacturing,4,199464.64724156057,1
0000000324,11395510.63228528,1368647.6266727187,16310772.521160148,3710463.7708111648,8332721.217426051,1629901.1937955688,12600308.750348983,Moscow_region,Services,22,93053.31501284987,0
0000000325,41652701.45798752,9099661.628858905,59692606.87523941,27028542.114444297,25584936.61855998,8949246.90005595,32664064.760795113,Moscow,Manufacturing,18,113140.15948745851,0
0000000326,2653258.6334911003,-815580.8064733123,3851748.3076771614,4157002.983468839,787252.9729483376,2423104.235110488,-305254.67579167755,Novosibirsk,Trade,12,151028.10556782657,1
0000000327,19842380.040317036,1621832.3052398902,22730985.09619484,10050839.274025403,12046261.306735868,5349969.3269244535,12680145.822169438,SPB,IT,12,599866.4167863434,0
0000000328,35961657.0419259,3746792.53106972,36164317.20926068,11772596.33841117,17085838.478794817,4290802.818679239,24391720.870849513,Moscow_region,Trade,14,738127.1860130627,0
0000000329,754887.8489115381,-193158.77507393167,804951.7714550953,949238.5053968778,265091.5944069099,683202.1291777435,-144286.7339417825,Moscow_region,Construction,9,60171.777091806565,1
0000000330,13840837.183467496,1220558.6147677896,30956449.624273315,8899553.46717962,17911122.518564235,3376406.111577107,22056896.157093696,Novosibirsk,IT,9,787950.9592368657,0
0000000331,3764409.0146191516,-1570381.7315233166,2519490.7466553645,2348152.9440407674,703445.1043709646,1564096.196689395,171337.80261459714,Novosibirsk,Manufacturing,3,166622.10945706116,1
0000000332,2202026.1660203636,-857500.1837713186,2585490.895788372,2761600.1635488668,855605.8489353675,2117343.047818034,-176109.26776049472,Moscow_region,Trade,2,170525.5560734935,1
0000000333,429553.9784401025,-192352.18165716025,858299.2959386846,740986.6260611791,364309.57667098957,609584.5194321107,117312.66987750551,Moscow_region,Services,10,11086.530458549965,1
0000000334,1589748.334995198,-516735.8593469493,3074527.1878418867,3522963.6808692478,1398152.6194962347,2333627.7730005896,-448436.4930273611,Ekaterinburg,Services,14,69427.81794996727,1
0000000335,1348914.2048023068,314729.5529909437,3055825.1882769335,988811.2362631063,1343931.6677071776,448416.7148973899,2067013.9520138272,Ekaterinburg,Construction,5,941493.0566652368,0
0000000336,19834383.57529822,1266736.1182740969,41569012.15933555,20501896.982734308,25059364.32580919,7002026.161718265,21067115.176601246,Moscow_region,Manufacturing,22,591010.2599636412,0
0000000337,26620034.577973902,2457752.716472752,79569353.69340394,47140637.8691113,47332043.20383641,25518368.92595663,32428715.824292645,Moscow_region,Services,22,942935.2023713313,0
0000000338,1875913.4808175627,-46892.6187672622,913771.6818243442,1062281.1338670636,355907.7234920892,554251.8733383954,-148509.45204271935,Moscow,Manufacturing,11,142455.80311944376,1
0000000339,3764192.313820925,-204613.12756648287,3777392.1733007873,3029783.1026364877,803461.4523905143,2217469.357290067,747609.0706642997,SPB,IT,1,169099.74515632863,1
0000000340,222334.48838828012,-90203.59270997757,238138.97983205284,220858.71562383138,96615.40429576139,190840.75054190063,17280.26420822146,Ekaterinburg,Construction,12,102814.17020538202,1
0000000341,4185580.559502254,-613532.0851930173,1814651.3886994054,1942189.373831914,414597.9981634068,1432623.1923555618,-127537.98513250868,SPB,Trade,4,16031.315420867839,1
0000000342,4416767.727634321,-63587.546499622054,6273476.165770164,5054012.24613782,2878892.24895355,4318336.952387024,1219463.9196323436,Moscow,Services,11,150110.9562964287,1
0000000343,11203236.951825095,2108923.784482689,22491606.042375315,10067166.97517671,15344493.146490648,5363519.380173949,12424439.067198604,Ekaterinburg,IT,16,368515.0975743809,0
0000000344,4277482.364105255,67930.17252868507,1902093.4329337156,1698186.727290932,420953.1853746746,992279.7825481653,203906.70564278355,SPB,Manufacturing,2,100240.68340011216,1
0000000345,22203607.40490362,3463235.468730155,65795052.36908653,17528376.306214616,28576729.275566883,5304294.278431238,48266676.06287191,Ekaterinburg,IT,10,246909.33011428424,0
0000000346,1891418.9349194372,-577765.7318403325,1540020.437889082,1829061.6972105273,386598.4534147135,1571703.9837066245,-289041.25932144537,SPB,Services,2,75102.57783927908,1
0000000347,4038643.963369028,-1714680.3291147184,5198495.838038151,4952889.680115972,1264397.0584393926,3712683.103811783,245606.15792217944,Moscow,Trade,12,102688.52052336237,1
0000000348,15669941.668119606,3360830.2050523907,10067104.154990984,3699086.045654106,5411364.730392004,1914283.7716519835,6368018.109336878,Novosibirsk,Trade,18,569875.6443996109,0
0000000349,1637989.9339401054,-334293.2903805398,2830747.559220827,3381966.478428389,1321550.8974292427,2193499.1712258733,-551218.9192075618,Ekaterinburg,Trade,11,109324.42689675526,1
0000000350,24417452.734026592,5314362.974098944,34270125.60019232,18640133.71850711,17890425.727089968,7427532.809757669,15629991.881685212,Ekaterinburg,Construction,6,445338.0992585764,0
0000000351,959908.9741686512,-180222.88603483053,1233324.2564552794,1165259.8423189127,485218.8375822796,689753.0628648982,68064.41413636669,Ekaterinburg,Services,7,187141.32406348674,1
0000000352,28758432.133554075,2503538.5950078554,34412560.11697554,9893057.684117917,15652598.87420722,5418559.127494647,24519502.43285762,Moscow,Services,24,623658.433413264,0
0000000353,4480527.504730108,-1408614.3175446435,6900408.474958332,6808023.026982157,2079057.1265154516,6095962.770380419,92385.4479761757,Ekaterinburg,Manufacturing,9,58002.74581804447,1
0000000354,2985772.0672332644,-258502.48869966017,4060388.1947062872,4060959.6142089455,877264.4869787081,2642109.523999998,-571.4195026583038,Moscow,Trade,1,38889.22781065344,1
0000000355,5141938.049722317,757027.4702974339,14406934.629823204,3112238.569761305,7022491.350285375,1127446.6428675198,11294696.060061898,Ekaterinburg,Trade,17,913012.8242854065,0
0000000356,3542192.873783497,-572455.5284673225,5641726.1445537815,5396091.494753106,2320018.728837722,4716555.40470269,245634.64980067592,SPB,Construction,2,85594.48357331117,1
0000000357,3838177.344216384,-1823138.5555323304,5370457.400295733,4368172.11608206,2153605.84039142,3002384.8017672743,1002285.2842136724,Novosibirsk,Trade,12,105242.37247888859,1
0000000358,4649079.177617907,223244.4190575662,7685916.201037852,8276709.792314898,2034079.472382389,5250768.062329594,-590793.5912770461,Moscow,Trade,12,147673.6745010495,1
0000000359,46157190.49117009,8729475.44237055,93557247.65223622,26190089.2538321,38981329.83452176,12323470.705027696,67367158.39840412,SPB,Construction,19,250242.37688695383,0
0000000360,4191823.132729598,42108.32766625215,3864885.560563526,3320032.4926421917,1641910.836880512,2232539.123482368,544853.0679213344,Moscow_region,Services,8,157296.36984864037,1
0000000361,1990141.6744602874,482208.27268474194,4317950.222629753,2475403.291105756,2071100.1705216297,1196706.6980175502,1842546.9315239969,Novosibirsk,Manufacturing,21,232694.4012319461,0
0000000362,3038175.0854536146,-673011.4707372205,2721301.095485562,3147090.8385379426,821645.358871484,2147095.3685033955,-425789.7430523806,Moscow,IT,10,146049.49491600745,1
0000000363,4951533.345825642,-1626411.8885790666,4347209.438112788,3214629.665443079,1446922.7591310646,1942984.5673434348,1132579.7726697088,Moscow,IT,2,198422.25394076583,1
0000000364,18939192.11189656,4464462.128971216,12396101.833782764,2937184.571512794,5563832.837459901,1405630.3574029964,9458917.26226997,SPB,Services,16,476339.86379488406,0
0000000365,23812532.495519307,4342994.602055178,56624841.2067829,28400032.43108086,32466834.230047308,16225163.811081417,28224808.77570204,Moscow_region,Trade,7,159057.0808887161,0
0000000366,11016140.22117591,2012700.80118063,16832593.100901823,6075934.949796887,11200004.585949332,3455194.96755023,10756658.151104936,Moscow,Trade,6,348184.17268927593,0
0000000367,4707081.947299296,-790373.9173509611,8318969.087362014,9244432.14213644,2096404.4672354981,6418658.573088226,-925463.0547744259,SPB,Manufacturing,4,64709.61510843857,1
0000000368,36827214.9747258,6498074.808183057,72144977.88293813,25687081.857898373,36544280.61499431,8054820.444069019,46457896.02503976,Novosibirsk,Services,14,746350.101861492,0
0000000369,4122806.9847657904,-776601.2269216357,5841818.97188007,6713378.832601506,1868538.7190027407,4234248.080665489,-871559.8607214363,Moscow_region,Construction,1,25719.467528497444,1
0000000370,583812.3137250626,-267611.6205914431,533966.638991303,398383.9547980195,200517.03859759468,235249.7491163021,135582.68419328355,Moscow,IT,11,123021.00210536282,1
0000000371,4330982.07867317,-1634148.2543011205,7727706.49986495,8459876.932967898,3280011.484279125,6129200.052261271,-732170.4331029477,SPB,Trade,13,165560.64360196964,1
0000000372,39211513.07855603,3843283.0500091705,33752211.817905776,8312512.523114144,13776809.179783624,3799449.5215352364,25439699.29479163,Moscow,Trade,24,265195.54473430046,0
0000000373,34593745.77016258,7940949.829835425,81743247.9249675,18848026.589912552,54667043.99057341,10143608.629534233,62895221.33505495,SPB,Construction,17,99196.59429617602,0
0000000374,23601309.483778216,3455855.249923063,61417021.54644872,17718533.0239042,31586613.397749808,9612689.041561723,43698488.52254452,Ekaterinburg,Trade,24,773789.4312693217,0
0000000375,10610214.56615229,566068.3255076063,23321229.10155844,5378512.179046047,12272292.15565244,2584400.1078399704,17942716.922512393,Novosibirsk,Services,17,501816.38223090785,0
0000000376,4858639.4461046,-927009.7195740887,7361230.221208584,5404800.924888192,2394608.9178445553,2953958.241738358,1956429.2963203918,Novosibirsk,Services,3,156978.69932883687,1
0000000377,18055977.1467616,2891351.9362865854,27228763.64872837,14525391.021108275,17546250.731107462,7023742.748085337,12703372.627620095,SPB,Trade,19,904297.3409784551,0
0000000378,37626406.40103846,5882219.069602843,69400301.34582467,21600136.329058073,32277169.19087349,8346327.319354467,47800165.0167666,Novosibirsk,IT,10,198972.0700509654,0
0000000379,8826080.960442651,1993511.9829304744,16704252.151251297,4886866.627432602,9199502.488249408,2538462.872126376,11817385.523818694,SPB,IT,11,347397.6378099895,0
0000000380,3213530.348623358,-493593.8913430122,3166799.435847561,3408106.19969956,1138110.3664443868,2627565.456036045,-241306.7638519993,SPB,Services,13,85663.28085202222,1
0000000381,3324469.420919982,-1647498.9770184897,6327785.78405389,5179749.739128129,1469845.0093565732,4181359.5621982003,1148036.0449257614,SPB,Manufacturing,6,57722.16083419625,1
0000000382,1611494.5792984718,-297847.3696454898,1374377.7096642274,989049.9005676081,387024.1880063576,497048.6271826061,385327.80909661937,Novosibirsk,Trade,1,142372.07117298222,1
0000000383,1794449.8822110824,-234891.27092846495,2995351.5026476365,3514679.9219433134,958703.2330828309,2858556.638409383,-519328.419295677,SPB,Services,11,96336.59935119103,1
0000000384,1036547.2333995946,-256226.23470340512,1070413.9610187218,912256.3017533189,277696.054217529,480099.36977394135,158157.65926540294,Novosibirsk,Trade,13,52308.45503338614,1
0000000385,8961351.91983199,1197496.1160256886,21446374.137979105,11992509.139186202,9119819.651242124,5012043.402972638,9453864.998792903,Moscow_region,IT,11,99771.73081511815,0
0000000386,4301968.332929423,417286.00472124544,11079192.267482903,6418182.895541629,5444101.326418308,2434768.11129097,4661009.371941274,SPB,Manufacturing,4,930140.6080583755,0
0000000387,2449895.7677945606,403718.25795147277,3631328.045058736,767884.1545404478,2087925.4488891505,232968.95798798153,2863443.890518288,SPB,IT,14,348021.18644946197,0
0000000388,28527643.27975452,1462084.3442430345,18677454.694022015,7735215.125225256,10642815.13664062,4064359.592130667,10942239.568796758,Novosibirsk,IT,17,537523.9295689398,0
0000000389,8585164.080408333,810065.1385921362,11108227.47186618,3374183.6379808383,4735186.205588812,1103273.2680525372,7734043.833885341,Ekaterinburg,IT,6,477555.707454914,0
0000000390,14347425.404569015,1670035.4224325488,30947262.958910137,16966946.860264502,19426404.0567056,8793268.994634848,13980316.098645635,Novosibirsk,Services,17,424843.6995529776,0
0000000391,10825124.20318201,1182952.2676101644,30061442.196186367,12594720.271801159,18643253.098938163,5087859.27282987,17466721.92438521,SPB,Construction,4,438032.8023380585,0
0000000392,2965709.295275522,-932291.9032968606,4937452.387092834,4064806.8192440635,2433224.970693838,2593050.194966854,872645.5678487709,Novosibirsk,Trade,4,180181.08941065715,1
0000000393,20859546.61727845,2046453.2936625613,45493828.61825958,24131103.79822646,27383992.861696042,13207077.002074474,21362724.820033118,Moscow_region,Construction,20,93029.91143242357,0
0000000394,2229492.697096428,552805.5739749144,1282077.2005068688,484383.25538807677,706919.0441202098,162357.53855161532,797693.945118792,Moscow_region,Trade,12,804127.1987126376,0
0000000395,3225719.1853095116,134983.4621243577,5179244.529682919,4750303.377354434,1729518.4703223554,3550893.7236294183,428941.1523284856,Ekaterinburg,Services,8,117204.04517006184,1
0000000396,6894135.039533964,481964.17238037684,13843288.131108114,5667998.922157409,6590446.651559257,2501203.0043009967,8175289.208950706,Moscow,IT,13,992364.6098767112,0
0000000397,3978171.350358643,-670885.1542013728,4653607.521323515,3399476.914698643,1332557.6734271478,1826568.109398494,1254130.606624872,Novosibirsk,Services,11,170908.57264150103,1
0000000398,3011784.953812126,-506785.32573411544,4398125.172754597,4343938.452285397,1445746.0366844547,2651405.706933838,54186.72046920005,SPB,IT,9,13493.367008803485,1
0000000399,1686715.917021914,-230021.88037796493,2376245.5531204985,1961685.8770900432,938920.1421706001,1147455.9619790195,414559.6760304554,Moscow_region,Services,9,171394.81718288976,1
0000000400,1772461.3651552554,-419735.5062804359,3330563.441333081,2884220.4875519257,1131062.94229088,1457895.4841647388,446342.9537811554,Novosibirsk,IT,9,59132.40231560897,1
0000000401,3396950.9540938693,-345334.06753969286,3863754.209543846,3928301.585548198,1706457.0837516119,2589354.4078561757,-64547.37600435177,Novosibirsk,Construction,12,122483.20012992194,1
0000000402,18456303.219758026,2940813.801821027,47978099.285857916,12042228.104889126,30708953.593844116,6730433.968264033,35935871.18096879,Novosibirsk,Construction,24,186117.38576750903,0
0000000403,26510780.21411671,5025557.331252318,72922150.0738964,37691744.092598125,43965371.01822524,18992491.22408218,35230405.98129827,Ekaterinburg,Services,20,602135.6525349087,0
0000000404,46252210.00433573,5326621.526595968,37900755.187352166,14286561.30714743,15643194.565009145,7220254.621197869,23614193.880204737,Ekaterinburg,IT,19,681803.1895562996,0
0000000405,2357282.1661840966,-531722.4396540691,1982581.488219487,2274283.7762614293,780088.0661633743,1399368.242304121,-291702.2880419423,Moscow,Construction,14,32461.538235306834,1
0000000406,1847321.2623324075,-665100.8050454117,594700.1879929386,576948.2109818255,270793.8883090355,509475.65152953274,17751.97701111308,Ekaterinburg,Trade,3,180769.69905009607,1
0000000407,33480259.143212404,8295306.925345695,35633686.296459876,12684163.35785424,19385231.81373572,4330432.302339116,22949522.938605636,Moscow_region,Construction,13,838236.7230055432,0
0000000408,3757682.154183536,857742.2112569713,6236007.39973609,2045478.5656275218,3385767.7638354036,808968.8306016574,4190528.834108568,Ekaterinburg,Services,4,688881.8995399667,0
0000000409,37056040.98627068,6793240.053201195,29604256.215886857,12701917.540709464,14121912.560309747,6874642.329371075,16902338.675177395,Moscow_region,Construction,21,524961.042366549,0
0000000410,3401138.4943565666,-264865.8477756495,2798458.971834099,2647418.4305055817,1228390.7183157525,1569962.8981277356,151040.54132851725,SPB,Manufacturing,8,33854.46008071065,1
